BioSample	BioSampleModel	DATASTORE_provider	DATASTORE_region	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	collection_date	description	disease_stat	env_biome	env_feature	env_material	genotype	geo_loc_name	host	host_age	host_color	host_diet	host_sex	host_subject_id	host_taxid	host_tot_mass	lat_lon	lib_const_meth	nucl_acid_amp	nucl_acid_ext	perturbation	samp_mat_process	samp_size	samp_store_temp	sample_title	seq_methods	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	organism	target_gene	target_subfragment
SAMN11391945	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673580	M1D5_S6_L001_R1_001.fastq.gz.M1D5	1	1	SRR8887838	SRS4616075	M1D5	2009-11-04	"Male 1, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	male	M1	10090	12.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392111	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673581	F4D1_S219_L001_R1_001.fastq.gz.F4D1	2	1	SRR8887837	SRS4615931	F4D1	2009-10-31	"Female 4, Day 1"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	22	black	Irradiated Lab Diet 5053	female	F4	10090	9.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D1	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391955	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673771	M1D149_S28_L001_R1_001.fastq.gz.M1D149	0	0	SRR8887869	SRS4615997	M1D149	2010-03-28	"Male 1, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	male	M1	10090	27.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392114	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673900	F3D8_S196_L001_R1_001.fastq.gz.F3D8	2	1	SRR8887880	SRS4616098	F3D8	2009-11-07	"Female 3, Day 8"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	29	black	Irradiated Lab Diet 5053	female	F3	10090	12.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D8	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391902	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673901	M3D143_S82_L001_R1_001.fastq.gz.M3D143	10	6	SRR8887879	SRS4616025	M3D143	2010-03-22	"Male 3, Day 143"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	164	black	Irradiated Lab Diet 5053	male	M3	10090	26.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D143	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391807	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673809	M6D142_S177_L001_R1_001.fastq.gz.M6D142	3	1	SRR8887972	SRS4615790	M6D142	2010-03-21	"Male 6, Day 142"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	163	black	Irradiated Lab Diet 5053	male	M6	10090	23.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D142	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391984	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673810	F8D146_S361_L001_R1_001.fastq.gz.F8D146	2	1	SRR8887971	SRS4615822	F8D146	2010-03-25	"Female 8, Day 146"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	167	black	Irradiated Lab Diet 5053	female	F8	10090	20.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D146	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391907	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673814	M3D11_S70_L001_R1_001.fastq.gz.M3D11	3	2	SRR8887967	SRS4615801	M3D11	2009-11-10	"Male 3, Day 11"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	32	black	Irradiated Lab Diet 5053	male	M3	10090	15.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D11	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391949	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673823	M1D25_S17_L001_R1_001.fastq.gz.M1D25	4	2	SRR8887958	SRS4616122	M1D25	2009-11-24	"Male 1, Day 25"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	46	black	Irradiated Lab Diet 5053	male	M1	10090	22.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D25	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391814	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673826	M5D9_S133_L001_R1_001.fastq.gz.M5D9	3	2	SRR8887955	SRS4615859	M5D9	2009-11-08	"Male 5, Day 9"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	30	black	Irradiated Lab Diet 5053	male	M5	10090	13.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D9	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391904	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673827	M3D141_S80_L001_R1_001.fastq.gz.M3D141	1	0	SRR8887954	SRS4615820	M3D141	2010-03-20	"Male 3, Day 141"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	162	black	Irradiated Lab Diet 5053	male	M3	10090	26.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D141	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391896	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673828	M3D149_S88_L001_R1_001.fastq.gz.M3D149	0	0	SRR8887953	SRS4616065	M3D149	2010-03-28	"Male 3, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	male	M3	10090	26.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391830	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673829	M5D150_S153_L001_R1_001.fastq.gz.M5D150	6	3	SRR8887952	SRS4616009	M5D150	2010-03-29	"Male 5, Day 150"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	171	black	Irradiated Lab Diet 5053	male	M5	10090	24.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D150	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391837	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673832	M5D144_S147_L001_R1_001.fastq.gz.M5D144	2	1	SRR8887949	SRS4615982	M5D144	2010-03-23	"Male 5, Day 144"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	165	black	Irradiated Lab Diet 5053	male	M5	10090	24.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D144	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391980	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673835	F8D150_S365_L001_R1_001.fastq.gz.F8D150	4	2	SRR8887946	SRS4615981	F8D150	2010-03-29	"Female 8, Day 150"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	171	black	Irradiated Lab Diet 5053	female	F8	10090	21.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D150	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391816	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673837	M5D7_S131_L001_R1_001.fastq.gz.M5D7	4	2	SRR8887944	SRS4615959	M5D7	2009-11-06	"Male 5, Day 7"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	28	black	Irradiated Lab Diet 5053	male	M5	10090	12	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D7	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391890	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673839	M3D2_S62_L001_R1_001.fastq.gz.M3D2	4	2	SRR8887942	SRS4615858	M3D2	2009-11-01	"Male 3, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	male	M3	10090	8.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391995	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673841	F7D65_S330_L001_R1_001.fastq.gz.F7D65	9	5	SRR8887940	SRS4615983	F7D65	2010-01-03	"Female 7, Day 65"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	86	black	Irradiated Lab Diet 5053	female	F7	10090	19.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D65	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392130	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673847	F3D147_S213_L001_R1_001.fastq.gz.F3D147	8	5	SRR8887934	SRS4616074	F3D147	2010-03-26	"Female 3, Day 147"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	168	black	Irradiated Lab Diet 5053	female	F3	10090	20.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D147	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391942	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673850	M1D7_S8_L001_R1_001.fastq.gz.M1D7	1	0	SRR8887931	SRS4615838	M1D7	2009-11-06	"Male 1, Day 7"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	28	black	Irradiated Lab Diet 5053	male	M1	10090	15.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D7	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391947	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673851	M1D364_S29_L001_R1_001.fastq.gz.M1D364	1	1	SRR8887930	SRS4615930	M1D364	2010-10-29	"Male 1, Day 364"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	385	black	Irradiated Lab Diet 5053	male	M1	10090	33.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D364	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392018	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673853	F7D0_S316_L001_R1_001.fastq.gz.F7D0	6	3	SRR8887928	SRS4615764	F7D0	2009-10-30	"Female 7, Day 0"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	21	black	Irradiated Lab Diet 5053	female	F7	10090	7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D0	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391787	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673854	M6D5_S161_L001_R1_001.fastq.gz.M6D5	9	5	SRR8887927	SRS4615972	M6D5	2009-11-04	"Male 6, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	male	M6	10090	9.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391846	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673855	M4D9_S101_L001_R1_001.fastq.gz.M4D9	1	1	SRR8887926	SRS4615973	M4D9	2009-11-08	"Male 4, Day 9"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	30	black	Irradiated Lab Diet 5053	male	M4	10090	14.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D9	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392093	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673858	F4D21_S233_L001_R1_001.fastq.gz.F4D21	3	2	SRR8887923	SRS4616040	F4D21	2009-11-20	"Female 4, Day 21"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	42	black	Irradiated Lab Diet 5053	female	F4	10090	17.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D21	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391844	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673860	M5D1_S125_L001_R1_001.fastq.gz.M5D1	2	1	SRR8887921	SRS4616013	M5D1	2009-10-31	"Male 5, Day 1"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	22	black	Irradiated Lab Diet 5053	male	M5	10090	7.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D1	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391800	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673861	M6D149_S184_L001_R1_001.fastq.gz.M6D149	3	2	SRR8887920	SRS4615985	M6D149	2010-03-28	"Male 6, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	male	M6	10090	23.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392001	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673862	F7D25_S328_L001_R1_001.fastq.gz.F7D25	5	3	SRR8887919	SRS4615944	F7D25	2009-11-24	"Female 7, Day 25"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	46	black	Irradiated Lab Diet 5053	female	F7	10090	14.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D25	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392013	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673863	F7D141_S332_L001_R1_001.fastq.gz.F7D141	3	2	SRR8887918	SRS4615843	F7D141	2010-03-20	"Female 7, Day 141"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	162	black	Irradiated Lab Diet 5053	female	F7	10090	20.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D141	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391983	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673865	F8D147_S362_L001_R1_001.fastq.gz.F8D147	2	1	SRR8887916	SRS4616004	F8D147	2010-03-26	"Female 8, Day 147"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	168	black	Irradiated Lab Diet 5053	female	F8	10090	20.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D147	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391866	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673867	M4D147_S118_L001_R1_001.fastq.gz.M4D147	2	1	SRR8887914	SRS4615769	M4D147	2010-03-26	"Male 4, Day 147"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	168	black	Irradiated Lab Diet 5053	male	M4	10090	26.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D147	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391809	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673869	M6D13_S167_L001_R1_001.fastq.gz.M6D13	3	2	SRR8887912	SRS4615847	M6D13	2009-11-12	"Male 6, Day 13"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	34	black	Irradiated Lab Diet 5053	male	M6	10090	13.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D13	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391931	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673872	M2D144_S52_L001_R1_001.fastq.gz.M2D144	4	2	SRR8887909	SRS4615788	M2D144	2010-03-23	"Male 2, Day 144"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	165	black	Irradiated Lab Diet 5053	male	M2	10090	26.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D144	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392014	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673873	F7D13_S326_L001_R1_001.fastq.gz.F7D13	6	3	SRR8887908	SRS4615892	F7D13	2009-11-12	"Female 7, Day 13"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	34	black	Irradiated Lab Diet 5053	female	F7	10090	12.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D13	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
